Taxon	Kleb_Pneu_UCI69_V1	Kleb_Pneu_UCI70_V1	Kleb_Pneu_UCI75_V1	Kleb_Pneu_UCI76_V1	Kleb_Pneu_UCI81_V1	Kleb_Pneu_UCI82_V1	Kleb_Pneu_UCI91_V1	Kleb_Pneu_UCI92_V1	Kleb_Pneu_UCI93_V1	Kleb_Pneu_UCI94_V1	Kleb_Pneu_UCI95_V1	Kleb_Pneu_UCI96_V1	Kleb_pneu_BIDMC122	Kleb_pneu_BIDMC123	Kleb_pneu_BIDMC124	Kleb_pneu_BIDMC85_V1	Kleb_pneu_BIDMC86_V1	Kleb_pneu_BIDMC89_V1	Kleb_pneu_BIDMC91_V1	Kleb_pneu_BIDMC96_V1	Kleb_pneu_BIDMC_10_V1	Kleb_pneu_BIDMC_11_V1	Kleb_pneu_BIDMC_12A_V1	Kleb_pneu_BIDMC_12B_V1	Kleb_pneu_BIDMC_12C_V1	Kleb_pneu_BIDMC_13_V1	Kleb_pneu_BIDMC_14_V1	Kleb_pneu_BIDMC_16_V1	Kleb_pneu_BIDMC_18A_V1	Kleb_pneu_BIDMC_18B_V1	Kleb_pneu_BIDMC_18C_V1	Kleb_pneu_BIDMC_18D_V1	Kleb_pneu_BIDMC_1_V1	Kleb_pneu_BIDMC_21_V1	Kleb_pneu_BIDMC_22_V1	Kleb_pneu_BIDMC_23_V1	Kleb_pneu_BIDMC_24_V1	Kleb_pneu_BIDMC_25_V1	Kleb_pneu_BIDMC_2A_V1	Kleb_pneu_BIDMC_31_V1	Kleb_pneu_BIDMC_32_V1	Kleb_pneu_BIDMC_33B_V1	Kleb_pneu_BIDMC_34_V1	Kleb_pneu_BIDMC_35_V1	Kleb_pneu_BIDMC_36_V1	Kleb_pneu_BIDMC_40_V1	Kleb_pneu_BIDMC_41_V1	Kleb_pneu_BIDMC_42a_V1	Kleb_pneu_BIDMC_42b_V1	Kleb_pneu_BIDMC_45_V1	Kleb_pneu_BIDMC_46a_V1	Kleb_pneu_BIDMC_46b_V1	Kleb_pneu_BIDMC_47_V1	Kleb_pneu_BIDMC_48_V1	Kleb_pneu_BIDMC_4_V1	Kleb_pneu_BIDMC_51_V1	Kleb_pneu_BIDMC_52_V1	Kleb_pneu_BIDMC_53_V1	Kleb_pneu_BIDMC_54_V1	Kleb_pneu_BIDMC_55_V1	Kleb_pneu_BIDMC_5_V1	Kleb_pneu_BIDMC_60_V1	Kleb_pneu_BIDMC_68_V1	Kleb_pneu_BIDMC_69_V1	Kleb_pneu_BIDMC_7A_V1	Kleb_pneu_BIDMC_7B_V1	Kleb_pneu_BWH53_V1	Kleb_pneu_BWH58_V1	Kleb_pneu_BWH62_V1	Kleb_pneu_BWH66_V1	Kleb_pneu_BWH67_V1	Kleb_pneu_BWH_15_V1	Kleb_pneu_BWH_22_V1	Kleb_pneu_BWH_28_V1	Kleb_pneu_BWH_2_V1	Kleb_pneu_BWH_30_V1	Kleb_pneu_BWH_36_V1	Kleb_pneu_BWH_41_V1	Kleb_pneu_BWH_45_V1	Kleb_pneu_BWH_46_V1	Kleb_pneu_BWH_47_V1	Kleb_pneu_BWH_48_V1	Kleb_pneu_BWH_78	Kleb_pneu_MGH101_V1	Kleb_pneu_MGH102_V1	Kleb_pneu_MGH111_V1	Kleb_pneu_MGH112_V1	Kleb_pneu_MGH115_V1	Kleb_pneu_MGH116_V1	Kleb_pneu_MGH117_V1	Kleb_pneu_MGH118_V1	Kleb_pneu_MGH124_V1	Kleb_pneu_MGH125_V1	Kleb_pneu_MGH126_V1	Kleb_pneu_MGH133_V1	Kleb_pneu_MGH134_V1	Kleb_pneu_MGH140_V1	Kleb_pneu_MGH147_V1	Kleb_pneu_MGH148_V1	Kleb_pneu_MGH149_V1	Kleb_pneu_MGH150	Kleb_pneu_MGH153_V1	Kleb_pneu_MGH155_V1	Kleb_pneu_MGH156_V1	Kleb_pneu_MGH157_V1	Kleb_pneu_MGH158_V1	Kleb_pneu_MGH161_V1	Kleb_pneu_MGH162_V1	Kleb_pneu_MGH165_V1	Kleb_pneu_MGH166_V1	Kleb_pneu_MGH167_V1	Kleb_pneu_MGH168_V1	Kleb_pneu_MGH171_V1	Kleb_pneu_MGH172_V1	Kleb_pneu_MGH181_V1	Kleb_pneu_MGH182	Kleb_pneu_MGH185_V1	Kleb_pneu_MGH186_V1	Kleb_pneu_MGH189	Kleb_pneu_MGH190	Kleb_pneu_MGH191	Kleb_pneu_MGH192	Kleb_pneu_MGH193	Kleb_pneu_MGH201	Kleb_pneu_MGH202	Kleb_pneu_MGH203	Kleb_pneu_MGH204	Kleb_pneu_MGH205	Kleb_pneu_MGH206	Kleb_pneu_MGH211	Kleb_pneu_MGH221	Kleb_pneu_MGH222	Kleb_pneu_MGH227	Kleb_pneu_MGH228	Kleb_pneu_MGH229	Kleb_pneu_MGH230	Kleb_pneu_MGH235	Kleb_pneu_MGH251	Kleb_pneu_MGH252	Kleb_pneu_MGH81_V1	Kleb_pneu_MGH82_V1	Kleb_pneu_MGH83	Kleb_pneu_MGH84_V1	Kleb_pneu_MGH89_V1	Kleb_pneu_MGH90_V1	Kleb_pneu_MGH91_V1	Kleb_pneu_MGH93_V1	Kleb_pneu_MGH94_V1	Kleb_pneu_MGH95_V1	Kleb_pneu_MGH97_V1	Kleb_pneu_MGH98_V1	Kleb_pneu_MGH_17_V1	Kleb_pneu_MGH_18_V1	Kleb_pneu_MGH_19_V1	Kleb_pneu_MGH_21_V1	Kleb_pneu_MGH_29_V1	Kleb_pneu_MGH_30_V1	Kleb_pneu_MGH_31_V1	Kleb_pneu_MGH_32_V1	Kleb_pneu_MGH_35_V1	Kleb_pneu_MGH_36_V1	Kleb_pneu_MGH_39_V1	Kleb_pneu_MGH_43_V1	Kleb_pneu_MGH_45_V1	Kleb_pneu_MGH_46_V1	Kleb_pneu_MGH_47_V1	Kleb_pneu_MGH_48_V1	Kleb_pneu_MGH_51_V1	Kleb_pneu_MGH_52_V1	Kleb_pneu_MGH_59_V1	Kleb_pneu_MGH_60_V1	Kleb_pneu_MGH_63_V1	Kleb_pneu_MGH_64_V1	Kleb_pneu_MGH_65_V1	Kleb_pneu_MGH_66_V1	Kleb_pneu_MGH_67_V1	Kleb_pneu_MGH_69_V1	Kleb_pneu_MGH_70_V1	Kleb_pneu_MGH_71_V1	Kleb_pneu_MGH_72_V1	Kleb_pneu_MGH_73_V1	Kleb_pneu_MGH_74_V1	Kleb_pneu_MGH_75_V1	Kleb_pneu_MGH_79_V1	Kleb_pneu_UCI105_V1	Kleb_pneu_UCI106_V1	Kleb_pneu_UCI107_V1	Kleb_pneu_UCI108_V1	Kleb_pneu_UCI109_V1	Kleb_pneu_UCI110_V1	Kleb_pneu_UCI111_V1	Kleb_pneu_UCI112_V1	Kleb_pneu_UCI113_V1	Kleb_pneu_UCI114_V1	Kleb_pneu_UCI115_V1	Kleb_pneu_UCI116_V1	Kleb_pneu_UCI117_V1	Kleb_pneu_UCI118_V1	Kleb_pneu_UCI149	Kleb_pneu_UCI150	Kleb_pneu_UCI163	Kleb_pneu_UCI164	Kleb_pneu_UCI171	Kleb_pneu_UCI172	Kleb_pneu_UCI177	Kleb_pneu_UCI181	Kleb_pneu_UCI182	Kleb_pneu_UCI185	Kleb_pneu_UCI186	Kleb_pneu_UCI187	Kleb_pneu_UCI188	Kleb_pneu_UCI189	Kleb_pneu_UCI190	Kleb_pneu_UCICRE-123	Kleb_pneu_UCICRE-124	Kleb_pneu_UCICRE-125	Kleb_pneu_UCICRE-126	Kleb_pneu_UCICRE-130	Kleb_pneu_UCICRE-133	Kleb_pneu_UCICRE-134	Kleb_pneu_UCICRE-137	Kleb_pneu_UCICRE-138	Kleb_pneu_UCICRE-139	Kleb_pneu_UCICRE-140	Kleb_pneu_UCICRE-145	Kleb_pneu_UCI_13_V1	Kleb_pneu_UCI_17_V1	Kleb_pneu_UCI_19_V1	Kleb_pneu_UCI_1_V1	Kleb_pneu_UCI_20_V1	Kleb_pneu_UCI_21_V1	Kleb_pneu_UCI_22_V1	Kleb_pneu_UCI_25_V1	Kleb_pneu_UCI_26_V1	Kleb_pneu_UCI_2_V1	Kleb_pneu_UCI_33_V1	Kleb_pneu_UCI_34_V1	Kleb_pneu_UCI_37_V1	Kleb_pneu_UCI_38_V1	Kleb_pneu_UCI_41_V1	Kleb_pneu_UCI_42_V1	Kleb_pneu_UCI_43_V1	Kleb_pneu_UCI_44_V1	Kleb_pneu_UCI_4_V1	Kleb_pneu_UCI_55_V1	Kleb_pneu_UCI_56_V1	Kleb_pneu_UCI_59_V1	Kleb_pneu_UCI_60_V1	Kleb_pneu_UCI_61_V1	Kleb_pneu_UCI_62_V1	Kleb_pneu_UCI_63_V1	Kleb_pneu_UCI_64_V1	Kleb_pneu_UCI_67_V1	Kleb_pneu_UCI_68_V1	Kleb_pneu_UCI_6_V1	Kleb_pneu_UCI_7_V1	Kleb_pneu_UCI_8_V1
Kleb_pneu_MGH235	2239	2305	2243	2279	2244	2167	2245	2370	2245	2615	2240	2253	2283	2262	2262	2286	2296	613	483	2191	2234	2251	2238	2236	2237	2234	2238	2234	2235	2234	2234	2202	2240	2201	2219	2268	2074	2231	2234	2231	2234	2262	2235	607	2287	2209	2204	2240	2240	2235	2205	2270	2373	2202	2236	2205	2126	2205	2239	2197	2234	2236	2236	363	2241	2240	2237	483	2186	483	2309	2241	2242	2334	2340	2267	2239	2243	2237	2202	2239	525	2195	2252	2167	2258	2206	2259	2262	2260	2130	2250	2243	2271	2258	2248	2239	2132	2131	2132	2244	2246	2259	2241	2264	2224	2132	2131	479	2195	2131	2053	2257	2173	2239	2281	2225	2226	2122	2131	2259	3067	2189	2259	2242	2259	2247	2258	2620	2181	296	2243	2035	605	1	2227	0	2278	2230	2258	2162	2222	2259	2370	1259	2237	2368	2296	2237	2340	2198	2168	124	2428	2258	2234	2234	2244	2267	2371	2330	2203	2252	2243	2234	2204	2036	2239	2337	2244	520	2258	2341	2258	2081	2236	2251	52	2238	2164	2237	2181	2258	2243	2241	2182	2268	2335	2252	2292	2204	3085	2256	2259	2281	2260	2249	2152	2264	2162	2242	2189	2247	2264	2247	488	2403	2241	2228	2173	2303	492	2304	2109	33	2252	2359	2245	2237	2146	2243	2324	2237	2251	2243	2252	2244	2246	2238	2200	2250	2243	2129	2245	2167	2245	2229	2252	2243	2244	2308	2245	2245	2234	2245	2195	2248	2138	2246	2202	2246	608	2240	2221	2309	587	2222
Kleb_pneu_MGH251	2227	2191	2231	2367	2232	2234	2233	2206	2233	2659	2228	2136	2254	2145	2145	2178	2187	2279	2248	2237	2222	2073	2226	2224	2225	2222	2225	2222	2223	2222	2222	2234	2228	2233	2245	2305	2273	2189	2222	2293	2222	2145	2223	2277	2376	2227	2236	2228	2228	2223	2237	2302	2195	2234	2224	2236	2260	2237	2227	2255	2222	2224	2224	2246	2229	2228	2224	2248	2228	2248	2190	2313	2230	2262	2252	2226	2227	2231	2225	2218	2226	2252	2257	2135	2234	2141	2238	2142	2300	2143	2258	2072	2231	2150	2141	2306	2227	2260	2259	2260	2214	2234	2142	2346	2086	2284	2260	2259	2244	2229	2259	2253	2140	2240	2227	2174	2177	2245	2213	2259	2142	3161	2214	2142	2318	2142	2144	2349	2648	2312	2241	2126	2206	2269	2279	2179	2278	0	2240	2141	2214	2243	2294	2425	1490	2225	2425	2188	2225	2400	2310	2234	2265	2454	2295	2222	2244	2232	2305	2426	2244	2279	2343	2231	2058	2236	2207	2227	2400	2232	2247	2141	2255	2141	2281	2224	2227	2285	2226	2216	2224	2242	2141	2231	2229	2206	2304	2250	2240	2184	2278	3163	2244	2367	2269	2143	2237	2183	2147	2214	2230	2234	2236	2066	2235	2253	2400	2229	2326	2240	2359	2257	2252	2204	2268	2343	2416	2076	2225	2201	2231	2386	2225	2329	2231	2240	2224	2234	2226	2225	2238	2231	2226	2351	2219	2233	2251	2240	2231	2232	2364	2233	2233	2058	2233	2269	2236	2252	2234	2226	2234	2276	2228	2216	2365	2263	2228
Kleb_pneu_MGH252	2138	2256	2142	2169	2143	2156	2144	2291	2144	2557	2139	2163	1785	2172	2172	2250	2260	2216	2201	2132	2133	2189	2137	2135	2136	2133	2137	2133	2134	2133	2133	2152	2139	2151	2071	2252	2131	2236	2133	2091	2133	2172	2134	2212	2221	790	2154	2139	2139	2134	2155	2232	2253	2152	2135	2152	2122	2155	2138	2231	2133	2135	2135	2206	2140	2139	2136	2203	2129	2203	2293	2206	2141	2263	2314	2234	2138	2142	2136	395	2138	2231	2129	2162	2156	2168	2170	2169	2248	2170	2146	2188	2142	2212	2168	2209	2138	2148	2147	2148	2251	2145	2169	2209	2202	2260	2148	2147	2199	2161	2147	2208	2167	2162	2138	2238	2222	2117	2119	2147	2169	2981	2138	2169	2180	2169	2226	2207	2552	2229	2200	2153	2209	2206	2231	2224	2230	2240	0	2168	2142	2117	2242	2333	2153	2136	2333	2260	2136	2315	2211	2267	2220	2458	2243	2133	2133	2143	2253	2334	2294	2175	2201	2142	2173	2154	2210	2138	2317	2143	2226	2168	2307	2168	2188	2135	2138	2238	2137	2144	2136	2173	2168	2142	2140	2176	2251	2299	2151	2256	2167	3035	2155	2237	2180	2170	2148	2198	2174	2142	2141	2145	2147	2192	2146	2208	2258	2140	2170	2162	2308	2212	2341	2167	2219	2201	2324	2232	2136	2082	2142	2299	2136	2194	2142	2151	2141	2145	2137	2149	2149	2142	2206	2213	2147	2144	113	2151	2142	2143	2313	2144	2144	2173	2144	2158	2147	2127	2145	791	2145	2213	2139	2150	2314	2202	2147
Kleb_pneu_MGH81_V1	2213	2092	2217	2310	2218	2119	2219	2148	2219	2608	2214	53	2218	16	16	2203	2210	2238	2219	2154	2208	823	2212	2210	2211	2208	2212	2208	2209	2208	2208	2214	2215	2213	2194	2304	2256	2112	2208	2194	2208	16	2209	2236	2295	2166	2216	2214	2214	2209	2217	2229	2087	2212	2210	2189	2148	2217	2213	2217	2208	2210	2210	2242	2215	2214	2211	2219	2159	2219	2098	2248	2216	2226	2190	2228	2213	2218	2211	2141	2213	2220	2185	12	2119	0	2208	1	2297	2	2164	822	2217	2126	0	2251	2213	2166	2165	2166	2142	2221	1	2287	836	2242	2166	2165	2215	2221	2165	2207	15	2125	2213	2102	2140	2216	2121	2165	1	3126	2165	1	2241	1	2118	2242	2608	2262	2234	41	2221	2228	2259	2142	2258	2141	2168	0	2171	2214	2293	2334	2153	2211	2338	2213	2211	2356	2230	2267	2248	2429	2294	2208	2244	2218	2304	2335	2165	2232	2236	2217	761	2216	2222	2213	2357	2219	2215	0	2178	0	2208	2210	2214	2266	2212	2173	2211	2215	0	2217	2215	2232	2246	2170	2226	2209	2261	3146	2230	2299	2255	12	2223	2207	22	2171	2216	2152	2222	1941	2221	2224	2330	2215	2300	2125	2288	2228	2290	2190	2247	2236	2329	2064	2211	2189	2217	2342	2211	2328	2217	2226	2209	2220	2212	2176	2224	2217	2137	2276	2175	2219	2177	2226	2217	2218	2293	2219	2219	761	2219	2252	2222	2163	2220	2167	2220	2235	2214	2213	2294	2220	2231
Kleb_pneu_MGH82_V1	1988	2184	1992	2268	1993	1987	1994	2274	1994	2519	1989	2166	2176	2175	2175	2201	2210	2108	2117	1900	1983	2206	1987	1985	1986	1983	1987	1983	1984	1983	1983	321	1989	320	2030	2205	2135	2177	1983	2137	1983	2175	1984	2106	2028	2120	323	1989	1989	1984	324	2077	2218	331	1985	2117	2080	324	1988	2134	1983	1985	1985	2111	1990	1989	1986	2117	2096	2117	2161	2086	1991	2197	2251	2216	1988	1992	1986	2124	1988	2126	2119	2165	1987	2171	2078	2172	2202	2173	2083	2205	1992	2178	2171	2091	1988	2085	2084	2085	2151	1995	2172	2233	2219	2160	2085	2084	2113	226	2084	2156	2170	1993	1988	2225	2184	752	1991	2084	2172	3016	2095	2172	2170	2172	2178	2185	2517	2185	2122	2156	2098	2098	2163	2186	2162	2214	2142	2171	0	750	2198	2124	2068	1986	2124	2209	1986	2315	2119	2140	2150	2451	2197	1983	730	1993	2207	2125	2197	1943	2179	1992	2184	323	2099	1988	2314	1993	2121	2171	2208	2171	2097	1985	1994	2170	1987	42	1986	2062	2171	1992	1990	1983	2170	2203	2001	2207	2158	3058	2005	2049	2030	2173	1998	2105	2176	34	1991	2102	1997	2147	1996	2122	2253	1990	1958	1993	2246	2126	2210	2091	2151	2179	2115	2121	1986	1947	1992	2299	1986	2130	1992	2001	1985	1995	1987	2106	1999	1992	1977	2104	39	1994	2143	2001	1992	1993	2251	1994	1994	2184	1994	2151	1997	2050	1995	2121	1995	2105	1989	667	2252	2094	805
Kleb_pneu_MGH83	2058	2196	2062	2288	2063	1978	2064	2224	2064	2589	2059	2211	2179	2218	2218	2224	2233	2150	2163	1868	2053	2236	2057	2055	2056	2053	2057	2053	2054	2053	2053	545	2059	544	2027	2264	2114	2206	2053	2143	2053	2218	2054	2148	2136	2095	547	2059	2059	2054	548	2071	2239	541	2055	2146	2107	548	2058	2154	2053	2055	2055	2164	2060	2059	2056	2163	2114	2163	2189	2111	2061	2190	2209	2213	2058	2062	2056	2110	2058	2176	2127	2208	1978	2214	2139	2215	2261	2216	2118	2235	2062	2202	2214	2116	2058	2120	2119	2120	2157	2065	2215	2247	2249	2183	2120	2119	2159	614	2119	2171	2213	1984	2058	2269	2211	22	1990	2119	2215	3075	2123	2215	2184	2215	2178	2186	2565	2171	2178	2199	2165	2140	2223	2211	2222	2243	2117	2214	750	0	2259	2067	2127	2056	2065	2232	2056	2344	2163	2176	2210	2482	2256	2053	238	2063	2266	2068	2246	2046	2180	2062	2212	547	2166	2058	2343	2063	2171	2214	2257	2214	2155	2055	2072	2230	2057	758	2056	2082	2214	2062	2060	1966	2192	2252	2071	2230	2243	3067	2075	2149	2100	2216	2068	2114	2220	750	2061	2134	2067	2098	2066	2168	2302	2060	2011	1984	2283	2172	2231	2116	2211	2180	2056	2194	2056	1957	2062	2328	2056	2184	2062	2071	2057	2065	2057	2134	2069	2062	1995	2141	755	2064	2132	2071	2062	2063	2288	2064	2064	2212	2064	2236	2067	2088	2065	2100	2065	2147	2059	253	2289	2134	853
Kleb_pneu_MGH84_V1	2247	2327	2251	2295	2252	2166	2253	2317	2253	2665	2248	2290	2325	2297	2297	2329	2338	2261	2237	2243	2242	2296	2246	2244	2245	2242	2246	2242	2243	2242	2242	2240	2248	2239	2238	83	2168	2301	2242	2323	2242	2297	2243	2259	2298	2210	2242	2248	2248	2243	2243	2246	2327	2232	2244	2252	2215	2243	2247	2279	2242	2244	2244	2223	2249	2248	2245	2239	2202	2239	2384	2275	2250	2355	2352	2306	2247	2251	2245	2197	2247	2243	2155	2287	2166	2293	2182	2294	82	2295	2245	2295	2251	2302	2293	2280	2247	2247	2246	2247	2327	2254	2294	2323	2309	2308	2247	2246	2235	2235	2246	2219	2292	2172	2247	2355	2234	2261	2137	2246	2294	3169	2236	2294	2265	2294	2277	2291	2658	2310	2240	2278	2210	2249	2260	2234	2259	2294	2242	2293	2198	2259	0	2389	2150	2245	2389	2339	2245	2408	2278	2278	2245	2534	77	2242	2263	2252	83	2390	2351	2276	2285	2251	2278	2242	2211	2247	2409	2252	2238	2293	2362	2293	2282	2244	2249	2267	2246	2200	2245	2234	2293	2251	2249	2259	2287	2357	2260	2335	2286	3177	2264	2297	2289	2295	2257	2229	2299	2198	2250	2272	2256	2336	2255	2244	2365	2249	2312	2172	2308	2248	2350	2215	2248	2285	2380	2247	2245	2145	2251	2394	2245	2316	2251	2260	2248	2254	2246	2247	2258	2251	2201	2351	2203	2253	2253	2260	2251	2252	2313	2253	2253	2278	2253	2277	2256	2212	2254	2207	2254	2256	2248	2256	2314	2247	2199
Kleb_pneu_MGH89_V1	2249	2361	2253	2446	2254	2123	2255	2408	2255	2629	2250	2327	2340	2336	2336	2350	2358	2329	2326	2060	2244	2347	2248	2246	2247	2244	2248	2244	2245	2244	2244	2134	2250	2133	2187	2398	2289	2314	2244	2337	2244	2336	2245	2327	2272	2337	2136	2249	2249	2245	2137	2144	2385	2124	2246	2291	2235	2137	2249	2286	2244	2246	2246	2325	2250	2249	2247	2326	2236	2326	2394	2211	2252	2388	2436	2358	2248	2253	2247	2329	2249	2347	2263	2328	2123	2334	2233	2335	2390	2336	2239	2346	2253	2362	2334	2212	2249	2241	2240	2241	2376	2256	2335	2460	2360	2309	2241	2240	2322	2131	2240	2314	2333	2129	2249	2404	2386	2069	2175	2240	2335	3193	2270	2335	2304	2335	2326	2215	2635	2340	2330	2319	2269	2319	2371	2388	2370	2425	2333	2334	2124	2067	2389	0	2308	2247	40	2360	2247	2355	2299	2366	2357	2562	2388	2244	2113	2254	2398	1	2386	2150	2209	2253	2335	2136	2271	2249	2354	2254	2342	2334	2397	2334	2372	2246	2267	2378	2248	2128	2247	2286	2334	2253	2251	2097	2260	2392	2262	2356	2365	3247	2266	2285	2291	2336	2259	2317	2340	2124	2252	2271	2258	2300	2257	2331	2359	2251	2320	2129	2414	2335	2402	2341	2359	2209	33	2329	2247	2208	2253	2339	2247	2334	2253	2262	2262	2256	2248	2281	2260	2253	2122	2296	2129	2255	2334	2262	2253	2254	2419	2255	2255	2335	2255	2356	2258	2180	2256	2332	2256	2326	2250	2086	2420	2311	2103
Kleb_pneu_MGH90_V1	2129	2176	2133	2207	2134	2082	2135	2212	2135	2550	2130	2148	2192	2157	2157	2163	2173	1261	1338	2121	2124	2110	2128	2126	2127	2124	2128	2124	2125	2124	2124	2096	2130	2095	2172	2159	2066	2146	2124	2132	2124	2157	2125	1259	2211	2141	2098	2130	2130	2125	2099	2197	2253	2096	2126	2103	2073	2099	2129	2132	2124	2126	2126	1168	2131	2130	2127	1338	2114	1338	2195	2183	2132	2203	2235	2129	2129	2133	2127	2131	2129	1174	2151	2147	2082	2153	2100	2154	2154	2155	2055	2109	2133	2128	2153	2192	2129	2057	2056	2057	2168	2136	2154	2174	2123	2161	2057	2056	1334	2093	2056	2018	2152	2088	2129	2181	2134	2129	2062	2056	2154	3010	2087	2154	2152	2154	2144	2200	2563	2157	1245	2138	2057	1251	1260	2136	1259	1490	2153	2153	2068	2127	2150	2308	0	2127	2306	2173	2127	2238	2173	2079	1229	2361	2149	2124	2141	2134	2159	2309	2239	2126	2194	2133	2091	2098	2058	2129	2237	2134	1169	2153	2250	2153	2024	2126	2137	1267	2128	2070	2127	2129	2153	2133	2131	2096	2156	2244	2142	2169	2123	2994	2146	2217	2171	2155	2139	2067	2159	2068	2132	2094	2137	2107	2137	1343	2289	2131	2186	2088	2212	1347	2168	2051	1248	2194	2297	2134	2127	2037	2133	2222	2127	2192	2133	2142	2130	2136	2128	2098	2140	2133	2063	2177	2073	2135	2154	2142	2133	2134	2217	2135	2135	2091	2135	2114	2138	2063	2136	2138	2136	1258	2130	2114	2218	1249	2108
Kleb_pneu_MGH91_V1	8	2169	12	2243	13	1973	14	2238	14	2538	9	2206	2191	2215	2215	2202	2209	2223	2222	1979	3	2191	7	5	6	3	7	3	4	3	3	2066	11	2065	2171	2254	2132	2148	3	2127	3	2215	4	2221	2202	2112	2068	9	9	4	2069	2101	2224	2068	5	2095	2047	2069	8	2178	3	5	5	2212	10	9	6	2222	2116	2222	2253	2057	11	2239	2267	2198	8	14	6	2095	8	2208	2162	2205	1973	2211	2076	2212	2249	2213	2049	2190	12	2215	2211	2058	8	2051	2050	2051	2195	17	2212	2259	2204	2207	2051	2050	2218	2013	2050	2220	2210	1979	8	2239	2184	2058	2030	2050	2212	3090	2077	2212	2142	2212	2165	2114	2538	2207	2207	2196	2175	2211	2238	2186	2237	2225	2136	2211	1986	2056	2245	2247	2127	0	2251	2212	6	2272	2215	2192	2229	2426	2244	3	2076	13	2254	2248	2267	2086	2108	12	2183	2068	2176	8	2269	15	2203	2211	2278	2211	2128	5	62	2245	7	1984	6	2109	2211	12	10	2072	2224	2272	21	2208	2202	3117	25	2227	50	2213	18	2081	2217	1986	11	2074	17	2151	16	2227	2334	10	2177	1979	2229	2231	2255	2181	2226	2108	2242	2172	6	2036	12	2256	6	2179	12	21	47	15	7	2088	19	12	2059	2161	1989	14	2149	21	12	13	2234	14	14	2183	14	2193	17	2104	15	2108	15	2218	9	2055	2235	2209	2082
Kleb_pneu_MGH93_V1	2253	2365	2257	2448	2258	2123	2259	2411	2259	2631	2254	2331	2340	2340	2340	2356	2364	2327	2324	2060	2248	2351	2252	2250	2251	2248	2252	2248	2249	2248	2248	2132	2254	2131	2187	2398	2289	2316	2248	2337	2248	2340	2249	2325	2270	2335	2134	2253	2253	2249	2135	2140	2389	2122	2250	2291	2235	2135	2253	2286	2248	2250	2250	2323	2254	2253	2251	2324	2234	2324	2400	2211	2256	2390	2438	2358	2252	2257	2251	2329	2253	2347	2263	2332	2123	2338	2233	2339	2390	2340	2241	2350	2257	2364	2338	2214	2253	2243	2242	2243	2378	2260	2339	2460	2364	2311	2243	2242	2320	2129	2242	2316	2337	2129	2253	2410	2392	2067	2173	2242	2339	3195	2276	2339	2312	2339	2332	2219	2637	2344	2328	2323	2267	2317	2369	2394	2368	2425	2333	2338	2124	2065	2389	40	2306	2251	0	2366	2251	2355	2297	2366	2355	2564	2388	2248	2111	2258	2398	41	2392	2152	2213	2257	2339	2134	2269	2253	2354	2258	2342	2338	2403	2338	2376	2250	2267	2376	2252	2128	2251	2286	2338	2257	2255	2099	2258	2398	2266	2362	2365	3249	2270	2283	2295	2340	2263	2315	2344	2124	2256	2271	2262	2304	2261	2329	2365	2255	2322	2129	2414	2333	2402	2343	2357	2213	21	2337	2251	2206	2257	2339	2251	2334	2257	2266	2264	2260	2252	2287	2264	2257	2124	2298	2129	2259	2330	2266	2257	2258	2419	2259	2259	2339	2259	2356	2262	2180	2260	2330	2260	2324	2254	2084	2420	2309	2099
Kleb_pneu_MGH94_V1	2214	2237	2218	2369	2219	2216	2220	2246	2220	2646	2215	2210	2277	2217	2217	30	40	2240	2262	2222	2209	2183	2213	2211	2212	2209	2211	2209	2210	2209	2209	2233	2215	2232	2251	2348	2222	2167	2209	2231	2209	2217	2210	2236	2325	2250	2235	2215	2215	2210	2236	2288	2273	2237	2211	2216	2216	2236	2214	2295	2209	2211	2211	2259	2216	2215	2210	2262	2261	2262	2236	2294	2217	2168	2305	2278	2214	2218	2210	2224	2212	2247	2273	2207	2216	2213	2251	2214	2343	2215	2217	2182	2218	2205	2213	2285	2214	2219	2218	2219	2246	2221	2214	2337	2196	2319	2219	2218	2258	2250	2218	2214	2212	2222	2214	2266	2178	2234	2131	2218	2214	3131	2192	2214	2297	2214	2172	2275	2645	2304	2285	2198	2234	2232	2297	2180	2296	2188	2260	2213	2209	2232	2339	2360	2173	2212	2366	0	2212	2393	2302	2238	2282	2432	2338	2209	2254	2219	2348	2361	2256	2263	2269	2218	2179	2235	2235	2214	2390	2219	2242	2213	2267	2213	2188	2211	2218	2304	2213	2211	2210	2254	2213	2218	2216	2226	2279	2261	2227	36	2291	3138	2231	2338	2256	2215	2224	2253	2219	2209	2217	2215	2223	2110	2222	2267	2373	2216	2315	2222	2375	2271	2277	2239	2285	2269	2357	2168	2212	2146	2218	2375	2212	2311	2218	2227	2209	2221	2213	2203	2225	2218	2208	2330	2214	2220	2273	2227	2218	2219	2380	2220	2220	2179	2220	2282	2223	2188	2221	2249	2221	2237	2215	2233	2381	2220	2209
